"","KPITTECH","IEX","ECLERX","DCMSHRIRAM","TRIDENT","LINDEINDIA","POLYCAB","FORTIS","ATGL","CHAMBLFERT","KPRMILL","LUXIND","TCNSBRANDS","DEEPAKFERT","CGCL","PNBHOUSING","JSWENERGY","ASTERDM"
"1",141.982864374922,73.9951183743567,16.65940429318,34.919355256705,669.669703515449,4.80248726678477,4.86881557355653,35.3839215370532,6.3195876311882,27.9176680453674,3.39813258918366,1,5.31241105922748,2.98730498899021,2.41897310245247,1.61331962999624,2.27366734267792,3.17037268325977
